cod_departamento,departamento,cod_municipio,municipio,ano,bajo_peso_nacer,controles_prenatales,fecundidad_adolescente,mortalidad_fetal,mortalidad_general,mortalidad_infantil,mortalidad_materna,mortalidad_neonatal,partos_cesarea,partos_institucionales
47, MAGDALENA ,47189,Ciénaga,2012.0,8.634288086,4.485690585,140.3745897,32.50401284,3.920962664,16.17586064,82.95313148,12.02820406,53.29738698,100.0
20,Cesar,20001,Valledupar,2013,10.25585586,6.472292101,146.4909451,14.729835,5.11954058,17.25005391,107.8128369,12.21878818,,99.49253512
76,valle del cauca,76001,Cali,2007,11.33213251,6.645396726,81.39665203,17.26522875,7.023565815,17.30789282,75.59170055,11.33875508,37.84270719,99.63117383
5,Antioquia,5045,Apartadó,2016,7.963742311,6.097118809,81.40479091,194.734098,3.641490126,11.00679832,161.8646811,6.474587245,32.85853027,99.56996361
66,Risaralda,66001,Pereira,2010,10.57681823,6.544513458,103.8346614,40.96561814,9.464467771,,98.07126512,7.736733137,30.64428213,99.75432719
27,choco,27001,Quibdó,2011.0,9.27731933,4.946322068,127.8172742,9.842519685,5.331381978,18.88667992,422.4652087,13.4194831,,99.56907478
44,la guajira,"44,001",Riohacha,2009,10.54730778,4.81893794,96.54399021,12.63423879,2.849785408,31.13670292,277.2446151,18.76732779,43.41118492,96.31012519
52,Nariño,52356,Ipiales,2015.0,8.736910995,7.941099476,,172.9364005,4.203953014,6.217277487,32.72251309,5.235602094,43.03010471,99.80230643
44,La Guajira,44650,San Juan Del Cesar,2005.0,,3.838946724,162.6157407,12.69649335,5.081119629,18.37109614,61.23698714,10.41028781,47.375,93.84615385
18,Caquetá,18001,Florencia,2007.0,,4.489525692,177.3068316,12.87553648,4.909753104,14.42687747,98.81422925,8.893280632,39.44753577,99.39442874
52,Nariño,52835,San Andres De Tumaco,2012,5.583126551,4.862229102,98.11200679,12.53439315,3.506446302,11.76470588,61.91950464,9.287925697,,99.46540881
73,,73001,Ibagué,2019.0,8.441393338,6.614086294,58.1060102,36.55703631,8.056528138,9.644670051,76.14213198,5.583756345,41.7893401,99.68887737
15,Boyacá,15001,Tunja,2015.0,14.8032588,6.83775351,114.29562,22.53473399,9.815267013,14.21390189,69.33610678,10.40041602,42.74570983,99.78475336
8,Atlántico,8001,Barranquilla,2019,9.598785642,5.836497828,118.3086615,20.46408582,8.908689552,20.05832986,80.35235998,12.55877626,66.89482769,99.91185946
15,Boyacá,15001,Tunja,2012.0,15.3778713,6.028756795,142.2789933,23.7932215,9.866776048,14.02770472,105.2077854,10.69612485,37.10327898,99.85616685
15,Boyacá,15001,Tunja,2005.0,12.58629846,5.761560184,127.2773929,13.7510879,9.528383939,22.06141899,88.24567596,15.53123897,31.24004953,99.52787362
52,Nariño,52356,Ipiales,2006.0,7.200247219,5.67489966,125.5942948,26.74278846,4.849591095,,61.74745292,8.953380673,34.43688119,98.70947435
5,Antioquia,5001,Medellín,2013,11.74833389,7.304138054,,111.3404868,6.672665033,12.15122661,45.95001659,8.143364052,36.60479485,99.81459721
47,,47189,Ciénaga,2011,7.820738137,4.736818981,123.2768807,12.15277778,3.639566737,12.74165202,43.93673111,7.908611599,52.72407733,99.91059455
76,  Valle del Cauca  ,"76,109",Buenaventura,2011,8.013052937,4.978835022,74.51947785,11.09123435,2.619853569,9.044862518,108.5383502,6.512301013,35.02170767,96.96127478
8,ATLÁNTICO,8638,Sabanalarga,2005.0,9.195955705,5.565593465,110.7714017,5.733397038,4.513812729,31.23498318,144.1614608,,112.68,99.80392157
44,La Guajira,44650,San Juan Del Cesar,2017,9.95658466,5.674963821,493.867011,13.13910311,12.6463456,14.47178003,173.6613603,11.86685962,,99.94114185
5,antioquia,5001,Medellín,2019,11.40934523,7.366119805,59.732869,56.33769322,7.698672663,9.878783297,35.28136892,,30.96444142,99.76289271
17,Caldas,sin dato,Manizales,2017,11.32924335,7.42208589,47.51811842,14.31163072,8.484818093,12.67893661,,8.99795501,33.49693252,99.85431842
5,Antioquia,5615,Rionegro,2013,14.14677277,7.247568523,188.7745193,7.894736842,9.347401732,11.49425287,44.2086649,7.736516357,,99.93229519
52,Nariño,52356,Ipiales,2016,9.447813597,7.719298246,106.4460746,159.5174263,4.892043732,5.741626794,31.89792663,3.827751196,,99.51597289
76,  Valle del Cauca  ,76109,Buenaventura,2005,5.696063338,4.853442694,65.97891396,8.559811684,3.549777493,17.05158645,107.9214332,10.14461472,19.79144036,94.26373626
68,santander,68001,Bucaramanga,2009.0,12.13967659,6.083216565,103.2786885,17.36403274,7.765786927,15.56904873,54.49167056,10.74264362,56.24853641,99.71932638
23,Córdoba,23001,Montería,2013.0,12.25365854,5.62249805,,144.778525,9.050840102,27.48895243,149.4671172,17.54613985,73.40612205,99.62679107
54,Norte de Santander,54001,Cúcuta,2014,7.09717192,6.237286834,80.53965658,28.07227117,7.489909363,10.44707328,53.77170072,7.143954525,64.11891228,99.58506224
44,  La Guajira  ,44430,Maicao,2012.0,7.350735074,4.890554723,105.7649337,10.97271649,2.041407561,,119.94003,11.994003,45.72713643,99.84802432
73,Tolima,"73,001",Ibagué,2011,,6.024678973,,57.66685574,6.507274163,13.54333868,40.12841091,8.326645265,44.74661315,99.55929077
5,Antioquia,5615,Rionegro,2018,11.43825461,7.336793052,145.5289305,92.11538462,12.44918498,11.22643508,,5.719127304,,99.89161067
50,Meta,50001,Villavicencio,2006.0,6.863055644,4.916080244,99.99512457,7.712350182,6.170847166,22.89675454,84.02478731,14.28421384,,99.20241431
27, CHOCÓ ,27001,Quibdó,2017.0,8.945362135,4.639529058,133.6038961,23.9608802,5.859139396,20.54108216,,14.52905812,36.74547284,98.76511448
20,Cesar,20001,Valledupar,2020.0,9.742257469,5.288579198,123.947203,10.22742565,8.233325077,15.15975527,197.1447995,,,99.1799861
23,Córdoba,23001,Montería,2009.0,11.91969887,5.201983136,153.3383346,106.5848214,7.450659526,39.5846346,93.69144285,26.4678326,,99.75271219
44,La Guajira,44650,San Juan Del Cesar,2012.0,12.30116649,4.994699647,387.7675841,15.99443672,8.92360725,20.14134276,106.0070671,14.48763251,66.1130742,99.59765911
76,Valle del Cauca,76001,Cali,2018,10.4391278,6.824258025,47.61855829,81.70643529,7.327211648,12.8407026,21.19927317,8.358570563,38.27377347,99.70190039
41,Huila,41001,Neiva,2016.0,9.097656664,6.331743003,132.4981772,129.166282,9.438240133,19.72010178,42.40882103,12.72264631,51.53731976,99.77166467
76,Valle del Cauca,76109,Buenaventura,2007,7.012002527,5.100942408,69.86710062,9.130525005,3.780607877,13.40314136,167.539267,,,96.68520103
76,Valle del Cauca,76001,Cali,2019,10.62272194,6.835840257,48.41993948,78.49722499,8.050891126,11.45875158,30.88612286,8.092164191,-11.7,99.66812061
44,la guajira,44650,San Juan Del Cesar,2020.0,,4.577114428,,16.48210147,10.52758955,14.13982718,78.55459544,11.52134067,59.78004713,98.28003225
50,Meta,50001,Villavicencio,2019.0,6.858697692,5.684363568,74.46808511,86.93045564,6.263640818,14.82037332,75.03986493,7.410186662,32.4453616,99.72272684
44,,44001,Riohacha,2018.0,10.63892145,4.23000293,111.2835292,18.12428078,2.697117847,20.07031937,87.89920891,,46.48403164,99.19354839
20,Cesar,"20,001",Valledupar,2014.0,9.577464789,6.28094814,149.3877551,12.18109224,5.721892557,,,12.53682263,70.38432555,99.35659836
18,CAQUETÁ,18001,Florencia,2006.0,6.622797707,4.676196527,161.6486016,13.57844161,5.052401598,12.91825498,21.17746717,7.412113511,37.69165247,99.45699392
5,antioquia,5615,Rionegro,2016.0,13.99209486,7.323913043,199.722882,89.92805755,11.29827949,,59.28853755,,39.07114625,99.87873888
23,Córdoba,23001,Montería,2014,12.33589299,5.778437191,188.4493983,130.2758213,9.624094724,27.5098912,142.1859545,,77.55379669,99.53650794
54,Norte de Santander,54001,Cúcuta,2006,6.295664049,4.824146982,109.5625108,15.37666365,7.179596002,15.6824147,,,50.17223105,137.72
19,Cauca,19001,Popayán,2019,10.31525851,6.150491555,125.0304457,17.09613479,8.074759854,8.94882783,25.20796572,6.680110915,47.74388707,99.7158357
47,MAGDALENA,47001,Santa Marta,2010.0,10.28828636,5.923167595,89.77096273,7.761828814,5.699131401,,,16.07372482,,99.86843548
44,la guajira,44001,Riohacha,2008.0,12.72054019,4.153461385,96.31525077,13.22803554,2.680620959,27.01080432,140.0560224,15.40616246,41.46047073,92.26932668
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2014,12.70524145,6.888799342,60.30785629,84.46470734,4.455148585,11.53745005,40.72041195,7.499342535,42.10914767,99.76459999
8, ATLÁNTICO ,8001,Barranquilla,2010.0,9.152507036,6.033543777,,7.915204075,6.258365559,17.65644512,111.0031913,,71.67768883,99.90787982
52,Nariño,sin dato,San Andres De Tumaco,2010,6.519174041,4.710324484,106.3009473,11.66180758,3.636769923,12.09439528,117.9941003,7.96460177,55.99881797,99.54900782
5,Antioquia,5001,Medellín,2006,13.41728384,5.593182824,94.53287765,83.21763462,6.616784346,17.24097761,88.53474989,11.5328161,32.72966743,99.58841828
73,Tolima,73001,Ibagué,2018.0,7.939508507,6.531806916,60.71590394,35.84433318,7.029241081,9.913843975,35.40658562,,40.22188127,99.62744862
52, NARIÑO ,52001,Pasto,2012,13.21987915,5.909853249,101.9548547,158.5555671,7.275227602,18.74460476,61.65988408,10.72881983,57.44234801,99.58537505
8,Atlántico,8001,Barranquilla,2006,9.356231231,5.487168307,96.90698501,13.03332104,6.73801923,25.88140027,,16.16419584,58.25901937,99.54798663
66,Risaralda,66001,Pereira,2008,,6.349635898,114.0803173,53.02394931,9.353882658,13.97362724,98.40582562,,29.97342258,99.62832747
8,Atlántico,8758,Soledad,2005,4.904926534,3.887594391,45.26315789,11.72707889,1.86090645,7.1197411,107.8748652,2.157497303,34.12732785,99.65111208
20,Cesar,20001,Valledupar,2018.0,9.111495937,5.936578947,136.9161313,13.05110058,6.8675691,15.46052632,59.21052632,8.947368421,64.05921053,98.65210945
5,Antioquia,"56,15",Rionegro,2007,8.132112129,6.784449364,127.6767677,42.90254237,7.716389189,8.577753182,27.67017156,4.98063088,36.73130194,99.88745076
66,Risaralda,66001,Pereira,2019,10.50420168,6.674133707,81.20716466,35.66606661,10.78309759,8.517092521,35.00175009,5.716952514,35.07175359,99.78607083
44,La Guajira,44001,Riohacha,2012,8.882466281,4.878297708,,20.92760181,2.477844017,,115.5401502,13.86481802,51.76198729,99.66614297
66, RISARALDA ,66001,Pereira,2016,9.659350709,6.754085247,87.5924495,82.99276957,10.63347458,11.99862873,,7.427722546,31.82493429,99.81334578
70,Sucre,70001,Sincelejo,2011,9.446286805,5.791800643,164.0576565,58.11092182,5.788238914,,100.4823151,5.827974277,68.87057878,99.89777142
76,Valle del Cauca,76109,Buenaventura,2019.0,9.2623144,5.151800424,68.20689208,47.30941704,4.05875033,19.534008,188.2795952,15.7684161,30.90138856,97.72509579
52,  Nariño  ,52001,Pasto,2019,,7.354196119,86.53651287,106.7615658,9.759438622,18.12106413,115.6663668,11.18108212,63.26950263,99.72361148
8,Atlántico,8758,Soledad,2016.0,6.842596917,5.848668846,39.79238754,27.70208901,1.56758407,8.407286315,116.7678655,4.670714619,,99.88168481
50,Meta,50001,Villavicencio,2008,6.873184898,5.328583916,,58.74609182,6.443666,18.18181818,43.70629371,10.75174825,32.19789842,99.15087594
44,La Guajira,44650,San Juan Del Cesar,2015.0,10.40569836,6.033446888,454.2546385,14.04580153,11.9752458,10.21988232,92.90802106,4.645401053,73.49024466,99.77827051
8, ATLÁNTICO ,8001,Barranquilla,2009,9.237918216,5.861038118,110.9165095,7.212571358,6.499681463,19.97094012,89.65282716,12.02584475,68.31482406,99.76961434
50,Meta,50001,Villavicencio,2014,6.670548116,5.487981369,115.004409,137.2703789,6.237256367,13.39100058,,8.483739499,38.79231473,99.68675923
44,La Guajira,"44,001",Riohacha,2013,9.974119052,4.928926936,98.70805837,13.744355,2.274321335,22.0983476,79.63368505,,57.53533745,99.7366822
41,HUILA,41001,Neiva,2006,10.82973509,6.083478463,125.5309706,16.89304874,8.730176139,,278.6485545,24.14954139,40.40321641,99.23773225
5,antioquia,5001,Medellín,2018,11.79258157,7.437861308,75.11205241,57.03857942,7.473304966,9.626597196,44.65947153,6.153082744,31.43034363,99.7808303
47,Magdalena,47001,Santa Marta,2016,9.959879639,6.173520562,82.81367915,21.39772281,5.436032022,14.44332999,140.4212638,8.826479438,78.63590772,99.81625153
8,atlántico,8758,Soledad,2013,8.155726059,5.193805058,32.92764877,21.95664258,1.322982837,11.36686559,56.83432793,8.52514919,79.82381358,99.91339492
52,,52835,San Andres De Tumaco,2008,6.578552118,4.521921922,100.0914077,11.57613535,3.578914182,19.21921922,90.09009009,12.91291291,50.58611362,99.44903581
44,La Guajira,44430,Maicao,2006,3.883823033,4.586032389,82.52009185,11.67055685,2.400207077,8.434547908,236.1673414,4.048582996,31.52909337,99.86230637
18,Caquetá,18001,Florencia,2011.0,7.113682777,5.256997455,210.8673978,7.909794682,5.448572088,11.53519932,33.92705683,7.294317218,45.83616587,99.47952811
47,Magdalena,47189,Ciénaga,2013.0,9.418509419,5.054873055,149.1095112,87.44394619,4.798057654,12.28501229,81.9000819,9.009009009,54.995905,99.20568562
70,Sucre,70001,Sincelejo,2020.0,,5.6923481,176.753943,90.89461955,11.219557,9.367886535,,7.704430047,78.48012607,99.78488841
15, BOYACÁ ,15001,Tunja,2011,15.48364649,6.064532962,142.3362417,33.78151261,9.469469125,14.43729344,69.57731779,,37.88484954,99.53463397
47,Magdalena,"47,001",Santa Marta,2007,8.328973527,5.680853289,88.95567243,8.29617339,5.614249868,29.2795148,167.3115131,,59.50387272,99.56247999
8,  Atlántico  ,8758,Soledad,2009.0,6.75012273,5.243137255,36.6422115,13.53965184,1.45820205,7.843137255,49.01960784,5.147058824,,99.67669734
47,magdalena,47001,Santa Marta,2020.0,10.50205431,5.013728831,79.62667115,28.61870924,7.355944539,13.42819922,140.2946187,7.716204028,68.52390019,99.71145919
41,Huila,41001,Neiva,2008.0,9.245483528,6.569113441,135.1517764,97.41873805,8.270947374,24.99735198,105.9209829,17.58288317,44.17666419,99.42246922
8, ATLÁNTICO ,8001,Barranquilla,2011.0,9.565404167,5.982722232,94.50352538,8.089983323,5.671598528,18.63709533,64.38919692,11.94777321,75.98123478,99.95238618
52,nariño,52001,Pasto,2016.0,13.44400281,6.898760814,87.85221317,145.5399061,7.747935044,15.08066402,175.3565583,9.936871639,,99.72497907
8,Atlántico,8001,Barranquilla,2007,9.208628678,5.618798556,105.7768698,10.47215496,6.538218437,23.36820212,79.52529516,13.67223344,,99.76255194
76,valle del cauca,76001,Cali,2017,10.1195819,6.815333835,,77.78163467,7.302135354,13.60819966,28.95361631,9.265157218,,99.69836764
18,Caquetá,18001,Florencia,2019.0,5.484492728,5.525394046,187.0033325,48.33333333,6.142980956,4.903677758,17.51313485,3.677758319,49.40455342,99.82161969
68,Santander,"68,001",Bucaramanga,2018,,6.700682226,97.36288468,48.51383669,9.409583625,10.70017953,28.72531418,7.396768402,51.23159785,99.85222403
19,Cauca,19001,Popayán,2018,10.40236686,6.164182635,,27.605245,8.646575612,12.77501774,59.14360066,8.04352969,46.30943932,99.39555126
44,La Guajira,44001,Riohacha,2007.0,11.76069154,4.039052497,90.8155919,10.13941698,3.069681776,29.44942382,213.4016219,14.93811353,37.43578767,93.99122807
70,Sucre,70001,Sincelejo,2020.0,,5.6923481,176.753943,90.89461955,11.219557,9.367886535,,7.704430047,78.48012607,99.78488841
19,Cauca,"19,001",Popayán,2016,10.26581118,6.066903425,167.5291641,44.75815277,8.555492869,11.11238401,91.6485279,7.561003551,47.34792072,99.695586
73,Tolima,73001,Ibagué,2016.0,7.279344859,6.629617002,69.41114317,51.32075472,6.617693113,10.00113649,45.45971133,5.568814638,41.59563587,99.79130435
18,Caquetá,18001,Florencia,2014.0,6.447211325,5.493204213,201.3398732,37.60627861,5.781405017,7.305470608,118.9262657,4.926945294,52.15766225,99.27360775
8,Atlántico,8001,Barranquilla,2015,9.361236736,6.531256466,,13.32750073,8.344036603,18.17751899,79.80374191,11.32030857,70.62926728,99.96369028
73,Tolima,73001,Ibagué,2015,6.921991971,6.617710817,71.19386637,58.95552836,6.715155982,9.538261435,65.03360069,5.853024062,45.62107089,99.84511561
8,Atlántico,"80,01",Barranquilla,2005,8.401511418,5.409318293,90.31769207,52.92004707,6.417804479,25.53539317,,15.79205493,52.87952955,99.21491331
50,Meta,50001,Villavicencio,2013,6.504485852,5.339998276,116.8910077,143.0576071,6.693715033,12.92769111,51.71076446,7.411876239,38.36076877,99.71868132
27,Chocó,27001,Quibdó,2016,,4.789140749,129.5788285,23.17198764,6.367173682,25.8302583,316.2888772,13.96942541,34.60116218,99.02991108
41,huila,41001,Neiva,2017,9.361836563,6.507421834,133.3019312,116.5364583,9.114937277,16.21223287,21.05484788,11.05379514,,99.75172712
5,  Antioquia  ,5045,Apartadó,2010,6.109494843,5.578529878,128.1638288,49.50992712,3.182906228,5.288207298,52.88207298,2.379693284,33.76554644,99.35691318
47,magdalena,47001,Santa Marta,2014.0,9.994234096,6.018819011,91.80162793,29.89940387,5.850310148,17.18674988,67.21075372,10.84973596,79.67714039,99.74494801
70,Sucre,70001,Sincelejo,2016,9.827099506,6.432251235,186.6288865,57.0620529,7.676566403,8.909668313,52.92872265,6.086803105,,99.93706734
18,Caquetá,18001,Florencia,2005,6.262359921,4.206352683,159.0971272,12.97297297,5.331408103,21.24863089,87.62322015,13.14348302,,99.17133259
44,la guajira,44430,Maicao,2009,5.396541443,4.571810883,109.8212922,7.96460177,2.180552647,11.59678858,118.9414213,9.217960155,42.01730827,99.4240679
68, SANTANDER ,68001,Bucaramanga,2016,10.04740786,6.775212172,100.680911,42.60303052,9.252861705,11.39230828,22.93753345,8.257512042,52.28993042,99.89803122
19,Cauca,19001,Popayán,2020.0,10.20893282,5.85364023,120.9082622,16.24415457,9.309413568,10.25769327,25.01876407,7.255441581,48.38628972,99.69422856
52,NARIÑO,52835,San Andres De Tumaco,2006.0,8.210356855,3.761394102,123.5915075,10.3475723,3.417259602,18.76675603,107.2386059,12.33243968,44.42653774,99.45085118
54,Norte de Santander,"54,001",Cúcuta,2018.0,8.309600658,5.712034928,94.14313897,129.7356828,8.740532087,13.98380157,44.29258416,8.47886611,52.67653759,99.73531311
76,Valle del Cauca,76001,Cali,2016.0,10.28459216,6.909908854,55.76014239,99.42461993,7.336764199,13.51074119,49.82268984,,,99.75354653
50,Meta,50001,Villavicencio,2012,6.30645986,5.230153322,126.7387218,159.2666858,6.348862597,,59.62521295,7.155025554,35.49403748,99.60090231
47, MAGDALENA ,47001,Santa Marta,2009.0,9.833946505,5.951008646,100.0544581,9.254701191,6.07890335,27.2284607,129.1861274,16.49607473,68.45831671,99.6350365
15,Boyacá,sin dato,Tunja,2007,12.61798311,6.008275405,137.5843366,14.67710372,8.640449229,16.55081099,231.7113539,12.08209202,30.70553163,99.35680433
11,"Bogotá, D.C.","11,001","Bogotá, D.C.",2008,13.07504363,6.581997257,74.01419204,61.54461494,4.458528044,15.2192612,48.04451091,9.546909266,36.8847866,99.68172029
52,  Nariño  ,52356,Ipiales,2009,,5.648330059,127.3179124,41.13029827,4.477041664,8.185985593,65.48788474,6.548788474,43.47683207,99.43465248
8,Atlántico,8758,Soledad,2012,8.091687379,5.169566418,33.43997562,7.129147244,1.169757791,,,11.04667219,77.24385529,99.80397648
70,sucre,70001,Sincelejo,2015,10.56982843,6.493957704,,73.28722003,8.172030508,12.44002133,44.42864759,7.819441976,81.76648303,99.93653096
47,  Magdalena  ,47189,Ciénaga,2015,7.875691784,5.395487441,130.2489781,33.33333333,4.552817475,14.47424436,85.14261388,10.21711367,,99.87029831
23,córdoba,23001,Montería,2011,13.03501946,5.04179525,180.9636301,149.6862521,8.303434876,,127.4654502,18.51603381,,99.82067729
73,tolima,73001,Ibagué,2007,7.949238579,5.714802532,,86.14197814,6.310367284,17.28469501,50.24620641,11.7576123,35.06036217,98.65156974
13,bolivar,13001,Cartagena,2014,8.333333333,6.597803706,113.1402045,40.40756237,5.027373838,11.38519924,,7.146029311,65.14594856,99.89713204
5,Antioquia,5045,Apartadó,2009,,5.459557258,161.9181616,50.90909091,3.448855424,8.727117923,,4.895700298,,99.50162514
8,Atlántico,8638,Sabanalarga,2012.0,,6.419522777,142.2211809,11.5780446,4.555184158,12.5813449,86.76789588,6.507592191,49.71800434,-10.57
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2015,,6.955054752,56.20035109,89.76187356,4.520875876,10.17979793,44.88596424,6.690549387,42.99905994,99.78989417
44,La Guajira,44001,Riohacha,2019,10.31671789,3.899265197,163.8747269,15.5201894,4.06647356,,173.6806947,10.28724115,43.72745491,99.09725072
68,Santander,68001,Bucaramanga,2008,10.70625281,6.501086262,115.7841184,20.16028049,7.972230479,11.0543131,51.11821086,7.220447284,53.71047399,99.60704696
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2011,13.73953386,5.915284796,65.88303854,76.23195659,4.434101377,13.12036026,47.40259191,8.591719783,40.14766021,99.78342465
